id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24425819,Great Apartment Alameda de Hércules Seville-Centre,85123159,Jairo,Casco Antiguo,San Gil,37.40113,-5.992,Entire home/apt,100,2,22,2019-08-13,1.25,1,149
24436155,Seville's sun in Salvador's Square A/C Cathedral,173656355,Ignacio,Casco Antiguo,Santa Cruz,37.38894,-5.99289,Entire home/apt,60,2,45,2019-09-22,2.60,9,54
24445886,Atico Dúplex Con Terraza Mirador del Giraldillo,670391,Cristobal,Casco Antiguo,Arenal,37.38618,-5.99453,Entire home/apt,111,3,52,2019-09-26,3.01,7,314
24458696,Peculiar apto. Casco Antiguo. License:VFT/SE/03696,104759830,Alberto,Casco Antiguo,San Julián,37.3981,-5.98726,Entire home/apt,40,1,57,2019-09-26,3.24,1,91
24460130,Apartamento acogedor ARRABAL MACARENA VFT/SE/03480,177853024,Rafa,Macarena,"Doctor Barraquer, G. Renfe, Policlínico",37.40465,-5.98968,Entire home/apt,65,2,33,2019-06-10,1.91,1,263
24461513,ETERNAL SEVILLA CENTRO O'DONNELL A PARKING OPC,177483494,Fran,Casco Antiguo,Alfalfa,37.39214,-5.99787,Entire home/apt,70,2,3,2019-09-12,0.31,5,204
24467808,Apartamento Centro Histórico junto Catedral.4 pxas,129889219,Nikita,Casco Antiguo,Arenal,37.38568,-5.99727,Entire home/apt,70,1,27,2019-09-17,1.58,1,67
24483326,La habitación de Lola,181856524,Maria Dolores,Sur,La Oliva,37.36322,-5.97212,Private room,48,1,4,2019-06-02,0.36,2,338
24485466,Vintage Dream Flat. Center of Sevilla,184960204,Ramon,Nervión,La Florida,37.38825,-5.98266,Entire home/apt,60,2,75,2019-09-24,4.39,1,12
24490883,APARTMENT IN FRONT OF THE GIRALDA - CENTRO SEVILLA,132914444,Carmen,Casco Antiguo,Santa Cruz,37.38795,-5.992,Entire home/apt,77,1,40,2019-08-21,2.28,1,87
24506952,Historical Center. Macarena´s Basilica Wifi A/C,173656355,Ignacio,Casco Antiguo,San Julián,37.39898,-5.98448,Entire home/apt,50,2,25,2019-06-15,1.44,9,52
24555774,Centro junto Barrio Santa Cruz y muralla Alcazar I,15440678,Macarena,Nervión,La Florida,37.38735,-5.98434,Entire home/apt,120,2,25,2019-09-22,1.45,30,342
24559026,"Centro junto Barrio Santa Cruz, muralla Alcazar II",15440678,Macarena,Nervión,La Florida,37.38687,-5.98391,Entire home/apt,150,2,81,2019-09-29,4.69,30,243
