id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24670497,Dream location with sea view & pool - Villa El Guerito,168692752,Bookiply,,Sant Lluís,39.81585,4.24944,Entire home/apt,175,1,0,,,31,359
24685003,Casa con gran terraza en primera linea,183861388,Clara,,Es Mercadal,40.05863,4.13372,Entire home/apt,105,7,3,2019-09-18,0.24,2,180
24718826,appartement avec piscine et jardin et wifi,54083085,Jean Michel,,Ciutadella de Menorca,39.93013,3.83078,Entire home/apt,58,6,11,2019-09-17,0.76,1,26
24746211,"Catalunya Casas: Villa Bini for 7 guests, only 1km to gorgeous Menorca beaches!",65726695,CatalunyaCasas,,Sant Lluís,39.82122,4.23227,Entire home/apt,152,7,0,,,19,30
24767378,VILLA CALA GALDANA,9677271,Antonio,,Ciutadella de Menorca,39.94215,3.95593,Entire home/apt,300,5,8,2019-09-06,0.54,5,0
24769815,"Catalunya Casas: Villa Anco for 8 guests, only 1.5km to the beaches of Menorca!",65726695,CatalunyaCasas,,Sant Lluís,39.82353,4.23491,Entire home/apt,136,7,0,,,19,167
24785127,Apartamento nuevo en la playa con piscina y terraz,187405353,Raúl,,Ciutadella de Menorca,40.00049,3.81167,Entire home/apt,50,2,3,2019-08-04,0.21,1,0
24846861,Son Bou Gardens Apt 3 dorm,185903068,Fernando - Interhome,,Alaior,39.90562,4.06912,Entire home/apt,56,1,0,,,12,157
24847143,Spacious villa with swimming-pool,142946500,"Loic, Estelle & Co",,Es Castell,39.85708,4.27384,Entire home/apt,195,5,0,,,9,363
24847234,Apartamento LURDES,112840277,Rev-Pave Sl,,Ciutadella de Menorca,40.00394,3.81291,Entire home/apt,63,5,0,,,26,88
24848504,Apartamento en Santo Tomás,28743913,Joan,,Es Migjorn Gran,39.91574,4.03917,Entire home/apt,240,7,5,2019-07-19,0.35,4,129
24865071,Tranquilidad y bien estar en un paraiso.,2150036,Anna,,Sant Lluís,39.8385,4.26094,Private room,75,1,6,2019-07-19,0.42,6,364
24865259,"Casa de campo con mucho ""charm""!",2150036,Anna,,Sant Lluís,39.83812,4.26107,Private room,75,1,4,2019-08-16,0.28,6,365
24865418,Luxury refurbished farmhouse,2150036,Anna,,Sant Lluís,39.83873,4.26252,Private room,75,1,8,2019-08-17,0.50,6,365
24877902,Vacaciones tranquilas en Menorca,143756377,Maria Mercedes,,Alaior,39.93358,4.13965,Entire home/apt,100,5,2,2019-08-10,0.15,1,29
24879759,Chalet  ideal para tus vacaciones,188081386,Adan,,Sant Lluís,39.82822,4.21511,Entire home/apt,190,3,1,2019-07-07,0.35,2,169
24900482,"Catalunya Casas: VIlla Gato for 6 people, only 200m from Menorca's beautiful beaches!",65726695,CatalunyaCasas,,Sant Lluís,39.81592,4.27936,Entire home/apt,136,7,0,,,19,0
24900622,"Catalunya Casas: Villa Rina for 6 with a private pool, only 1.2km to Menorca beaches!",65726695,CatalunyaCasas,,Alaior,39.87715,4.13678,Entire home/apt,136,7,0,,,19,30
